	0,161317	2,670809	27,608081
	0,158420	2,671131	27,571834
	0,164537	2,673385	27,648355
	0,155523	2,673707	27,535587
	0,151337	2,673063	27,483231
	0,161639	2,671775	27,612108
	0,164859	2,670809	27,652382
	0,151015	2,670166	27,479204
	0,184819	2,670809	27,902081
	0,166146	2,671775	27,668492
	0,157454	2,672097	27,559752
	0,160995	2,673385	27,604053
	0,156810	2,673707	27,551697
	0,148118	2,672741	27,442957
	0,153913	2,673385	27,515450
	0,169044	2,672741	27,704738
	0,159064	2,672097	27,579889
	0,174195	2,671453	27,769177
	0,155523	2,670487	27,535587
	0,148440	2,670809	27,446985
	0,148440	2,670809	27,446985
	0,154879	2,672097	27,527533
	0,155845	2,674351	27,539615
	0,164537	2,676282	27,648355
	0,191257	2,675960	27,982629
	0,153591	2,673707	27,511423
	0,169044	2,672741	27,704738
	0,158742	2,671775	27,575861
	0,182887	2,673063	27,877917
	0,159708	2,673707	27,587944
	0,170332	2,674351	27,720848
	0,159708	2,674351	27,587944
	0,159064	2,675317	27,579889
	0,176126	2,674995	27,793341
	0,160995	2,675317	27,604053
	0,179990	2,675960	27,841670
	0,171619	2,674351	27,736958
	0,189970	2,674673	27,966520
	0,156488	2,673707	27,547670
	0,166146	2,673063	27,668492
	0,186750	2,674029	27,926246
	0,193189	2,675638	28,006794
	0,175804	2,676926	27,789314
	0,167756	2,676926	27,688629
	0,182243	2,676926	27,869862
	0,144899	2,673707	27,402683
	0,150372	2,673063	27,471149
	0,156166	2,673063	27,543642
	0,156810	2,672741	27,551697
	0,151337	2,673385	27,483231
	0,178058	2,675317	27,817506
	0,182565	2,674995	27,873889
	0,160995	2,675317	27,604053
	0,196730	2,675960	28,051095
	0,180633	2,674673	27,849725
	0,165503	2,674673	27,660437
	0,178702	2,674995	27,825560
	0,162605	2,673063	27,624190
	0,149728	2,673063	27,463094
	0,199950	2,673707	28,091369
	0,171619	2,673063	27,736958
	0,138460	2,673385	27,322135
	0,173229	2,675638	27,757095
	0,151981	2,675317	27,491286
	0,149728	2,674995	27,463094
	0,167434	2,673707	27,684601
	0,157776	2,672419	27,563779
	0,138460	2,672097	27,322135
	0,170654	2,673063	27,724875
	0,165181	2,673707	27,656410
	0,164537	2,674673	27,648355
	0,181277	2,675960	27,857780
	0,161317	2,675638	27,608081
	0,158742	2,675960	27,575861
	0,156166	2,676604	27,543642
