	-1,966991	1,830875	0,982941
	-1,995321	1,830553	0,628529
	-1,994678	1,832163	0,636584
	-1,965703	1,831519	0,999050
	-1,971176	1,831519	0,930584
	-1,977615	1,831519	0,850036
	-1,984376	1,832807	0,765461
	-1,970532	1,831519	0,938639
	-2,003048	1,830553	0,531872
	-1,969245	1,830553	0,954749
	-2,000472	1,830231	0,564091
	-1,994034	1,829266	0,644639
	-1,976971	1,831519	0,858091
	-1,985341	1,831519	0,753379
	-1,988239	1,832485	0,717132
	-1,986307	1,832485	0,741297
	-1,985019	1,831197	0,757406
	-2,001760	1,830875	0,547981
	-1,976971	1,829909	0,858091
	-1,995965	1,829587	0,620475
	-1,978259	1,830875	0,841982
	-1,972142	1,832485	0,918502
	-1,975683	1,832807	0,874201
	-1,983732	1,831841	0,773516
	-1,984054	1,831841	0,769488
	-1,977293	1,831519	0,854064
	-2,001760	1,831197	0,547981
	-1,989527	1,832807	0,701023
	-2,001760	1,832163	0,547981
	-1,981156	1,832485	0,805735
	-1,986629	1,830875	0,737269
	-1,974718	1,831841	0,886283
	-1,972786	1,833129	0,910447
	-1,973430	1,833451	0,902393
	-1,994678	1,833129	0,636584
	-1,988883	1,834095	0,709077
	-1,960552	1,833773	1,063489
	-1,989205	1,831841	0,705050
	-1,985341	1,831519	0,753379
	-1,997575	1,830875	0,600338
	-1,999828	1,831841	0,572146
	-1,982766	1,834416	0,785598
	-1,963128	1,834738	1,031269
	-2,005623	1,833773	0,499653
	-1,989527	1,833451	0,701023
	-1,955723	1,834416	1,123900
	-1,962806	1,834095	1,035297
	-1,958943	1,834416	1,083626
	-1,965060	1,834416	1,007105
	-1,971820	1,833773	0,922530
	-1,981800	1,832807	0,797680
	-1,962162	1,833773	1,043352
	-2,002082	1,833773	0,543954
	-1,977615	1,835060	0,850036
	-1,968279	1,835704	0,966831
	-1,975361	1,836670	0,878228
	-1,975683	1,835704	0,874201
	-1,966025	1,834738	0,995023
	-1,964738	1,833773	1,011132
	-1,973108	1,834095	0,906420
	-1,974074	1,835382	0,894338
	-1,994678	1,835060	0,636584
	-1,994356	1,836670	0,640612
	-1,987595	1,836348	0,725187
	-1,982122	1,836348	0,793653
	-1,970854	1,835382	0,934612
	-1,984054	1,837314	0,769488
	-1,978581	1,836026	0,837954
	-1,995965	1,835704	0,620475
	-1,976005	1,835704	0,870173
	-1,977293	1,835382	0,854064
	-1,970532	1,836348	0,938639
	-1,984376	1,836348	0,765461
	-1,968923	1,838280	0,958776
	-1,990492	1,837314	0,688940
	-1,990814	1,837636	0,684913
	-1,996931	1,837314	0,608392
	-2,003370	1,836992	0,527844
	-1,980512	1,836026	0,813790
	-1,991458	1,836026	0,676858
	-1,980512	1,837314	0,813790
	-1,974074	1,837636	0,894338
	-1,979225	1,839246	0,829899
	-1,972786	1,839246	0,910447
	-1,976649	1,838924	0,862119
	-1,994678	1,837958	0,636584
	-2,004014	1,837958	0,519790
	-1,984376	1,839246	0,765461
	-2,005945	1,838280	0,495625
	-1,985663	1,838602	0,749351
	-1,980512	1,837636	0,813790
	-1,979869	1,839246	0,821845
	-1,972464	1,839567	0,914475
	-1,986951	1,839246	0,733242
	-1,992424	1,839246	0,664776
	-1,994999	1,839567	0,632557
	-1,969889	1,840211	0,946694
	-1,992424	1,838602	0,664776
	-1,992424	1,839246	0,664776
	-1,986307	1,838602	0,741297
	-1,978903	1,839246	0,833927
	-1,962806	1,841177	1,035297
	-1,972464	1,841499	0,914475
	-1,987273	1,841177	0,729214
	-1,988239	1,840855	0,717132
	-1,978903	1,841499	0,833927
	-1,985663	1,840855	0,749351
	-1,966025	1,841821	0,995023
	-1,977937	1,841177	0,846009
	-1,995643	1,839889	0,624502
	-2,005945	1,840211	0,495625
	-1,988239	1,840855	0,717132
	-1,992424	1,841177	0,664776
	-1,979869	1,841821	0,821845
	-1,965703	1,842787	0,999050
	-1,967635	1,842143	0,974886
	-1,956367	1,843109	1,115845
	-1,961518	1,842465	1,051406
	-1,986951	1,841821	0,733242
	-1,981478	1,840855	0,801708
	-1,974718	1,842143	0,886283
	-1,991780	1,842143	0,672831
	-1,999828	1,844075	0,572146
	-1,976005	1,843753	0,870173
	-1,996609	1,843431	0,612420
	-1,961518	1,845040	1,051406
	-1,974396	1,844075	0,890310
	-1,992424	1,843431	0,664776
	-1,972786	1,843109	0,910447
	-1,980512	1,842465	0,813790
	-1,993390	1,842465	0,652694
	-1,983732	1,844075	0,773516
	-1,996609	1,843753	0,612420
	-1,974396	1,845684	0,890310
	-1,955080	1,846006	1,131954
	-1,965703	1,846006	0,999050
	-1,983088	1,845362	0,781571
	-1,984698	1,844718	0,761434
	-1,986951	1,844397	0,733242
	-1,994999	1,843109	0,632557
	-1,981478	1,844718	0,801708
	-2,003692	1,844718	0,523817
	-1,997253	1,845362	0,604365
	-1,974718	1,846650	0,886283
	-2,000472	1,845040	0,564091
	-2,004657	1,845684	0,511735
	-2,001760	1,846006	0,547981
	-1,994678	1,846328	0,636584
	-1,975040	1,845362	0,882256
	-1,958299	1,846006	1,091680
	-1,972786	1,845040	0,910447
	-1,982766	1,845684	0,785598
	-1,953470	1,846972	1,152091
	-1,986951	1,846972	0,733242
	-1,987917	1,847616	0,721160
	-1,978581	1,847294	0,837954
	-1,993712	1,846006	0,648666
	-2,009165	1,846328	0,455351
	-1,998219	1,846328	0,592283
	-1,992102	1,845362	0,668803
	-1,992102	1,846650	0,668803
	-1,962806	1,847938	1,035297
	-1,993068	1,847616	0,656721
	-2,002082	1,847294	0,543954
	-1,999507	1,847294	0,576173
	-1,999828	1,847616	0,572146
	-1,993068	1,847938	0,656721
	-1,963128	1,849226	1,031269
	-1,971820	1,847938	0,922530
	-1,971176	1,847938	0,930584
	-1,964094	1,847938	1,019187
	-1,967635	1,848582	0,974886
	-1,960552	1,850191	1,063489
	-1,971176	1,849869	0,930584
	-1,968923	1,849548	0,958776
	-1,991780	1,849869	0,672831
	-1,984054	1,848904	0,769488
	-1,974718	1,848904	0,886283
	-1,998863	1,848260	0,584228
	-1,987273	1,848260	0,729214
	-1,995965	1,849226	0,620475
	-1,989848	1,849548	0,696995
	-2,001116	1,850191	0,556036
	-1,982766	1,849869	0,785598
	-1,968601	1,850835	0,962804
	-1,945422	1,852445	1,252776
	-1,954436	1,851479	1,140009
	-1,968279	1,851801	0,966831
	-1,963772	1,851479	1,023215
	-1,972786	1,849869	0,910447
	-1,959265	1,850191	1,079598
	-1,977293	1,851801	0,854064
	-1,986951	1,851479	0,733242
	-1,961518	1,852767	1,051406
	-1,966991	1,852445	0,982941
	-1,986629	1,851801	0,737269
	-1,985663	1,851479	0,749351
	-1,973752	1,852123	0,898365
	-1,994678	1,850835	0,636584
	-1,991458	1,851157	0,676858
	-2,003048	1,851157	0,531872
	-2,010452	1,851801	0,439242
	-1,976327	1,853411	0,866146
	-1,975361	1,853733	0,878228
	-1,980512	1,853411	0,813790
	-1,977615	1,855342	0,850036
	-1,963128	1,854377	1,031269
	-2,001116	1,853411	0,556036
	-1,977937	1,853733	0,846009
	-1,973108	1,852767	0,906420
	-1,983088	1,853089	0,781571
	-1,991458	1,853733	0,676858
	-1,981156	1,854698	0,805735
	-1,986629	1,854698	0,737269
	-1,991780	1,854698	0,672831
	-1,998541	1,854377	0,588255
	-1,997575	1,854377	0,600338
	-1,994678	1,854377	0,636584
	-1,977293	1,853733	0,854064
	-1,973430	1,854698	0,902393
	-1,993068	1,855020	0,656721
	-1,973430	1,855664	0,902393
	-1,977293	1,856308	0,854064
	-1,987595	1,856308	0,725187
	-1,986307	1,855986	0,741297
	-1,993068	1,856630	0,656721
	-1,983410	1,857596	0,777543
	-1,982444	1,857274	0,789625
	-1,986951	1,856630	0,733242
	-1,986629	1,855986	0,737269
	-1,983088	1,855664	0,781571
	-1,986951	1,856630	0,733242
	-1,973430	1,857918	0,902393
	-2,009165	1,857596	0,455351
	-2,000472	1,857596	0,564091
	-1,983410	1,857918	0,777543
	-1,968601	1,857918	0,962804
	-1,965703	1,857918	0,999050
	-1,963128	1,858240	1,031269
	-1,964416	1,858240	1,015160
	-1,992746	1,858240	0,660749
	-1,952182	1,859849	1,168201
	-1,987595	1,859206	0,725187
	-1,976649	1,858884	0,862119
	-1,971820	1,860815	0,922530
	-1,972464	1,860171	0,914475
	-1,985341	1,860171	0,753379
	-1,977293	1,860815	0,854064
	-1,996609	1,858884	0,612420
	-2,004979	1,858240	0,507707
	-1,977937	1,858562	0,846009
	-1,998541	1,858884	0,588255
	-1,983410	1,861137	0,777543
	-1,978581	1,861781	0,837954
	-1,965060	1,861781	1,007105
	-1,961840	1,862747	1,047379
	-1,960874	1,862425	1,059461
	-1,966347	1,862103	0,990995
	-1,973752	1,861459	0,898365
	-1,963128	1,861137	1,031269
	-1,989527	1,860493	0,701023
	-1,980190	1,862747	0,817817
	-1,985663	1,862747	0,749351
	-1,973752	1,863069	0,898365
	-1,989205	1,862425	0,705050
	-1,994034	1,863391	0,644639
	-1,993390	1,863069	0,652694
	-2,004336	1,862747	0,515762
	-1,974396	1,862425	0,890310
	-2,001760	1,860815	0,547981
	-1,989527	1,861459	0,701023
	-1,994034	1,862425	0,644639
	-1,982766	1,863391	0,785598
	-1,985341	1,864357	0,753379
	-1,969245	1,865000	0,954749
	-1,972142	1,865000	0,918502
	-2,002404	1,864357	0,539927
	-1,985663	1,864035	0,749351
	-1,992102	1,863391	0,668803
	-1,975040	1,864357	0,882256
	-1,974718	1,864035	0,886283
	-1,974396	1,865000	0,890310
	-1,988239	1,865322	0,717132
	-1,989848	1,865000	0,696995
	-2,016247	1,864357	0,366748
	-2,006911	1,864679	0,483543
	-1,967635	1,866610	0,974886
	-1,991458	1,866288	0,676858
	-1,971176	1,866288	0,930584
	-1,967957	1,865000	0,970858
	-1,988561	1,864679	0,713105
	-1,950572	1,866288	1,188338
	-1,950894	1,866932	1,184311
	-1,969245	1,867576	0,954749
	-1,968923	1,867576	0,958776
	-1,971498	1,866932	0,926557
	-1,995965	1,866610	0,620475
	-1,981156	1,866288	0,805735
	-1,985019	1,865644	0,757406
	-1,994678	1,866288	0,636584
	-1,984376	1,866932	0,765461
	-1,979547	1,867254	0,825872
	-2,002082	1,867898	0,543954
	-1,990814	1,867576	0,684913
	-1,965381	1,868542	1,003078
	-1,980512	1,868220	0,813790
	-1,950251	1,870151	1,192365
	-1,962806	1,869830	1,035297
	-1,964416	1,869186	1,015160
	-1,978581	1,867898	0,837954
	-1,978581	1,867576	0,837954
	-1,980512	1,869186	0,813790
	-1,978903	1,869508	0,833927
	-1,987917	1,870151	0,721160
	-1,982122	1,870151	0,793653
	-1,964416	1,870795	1,015160
	-1,973752	1,869830	0,898365
	-1,970210	1,869830	0,942667
	-1,968923	1,869508	0,958776
	-1,985985	1,869186	0,745324
	-1,981478	1,869830	0,801708
	-1,976649	1,870151	0,862119
	-2,000150	1,870473	0,568118
	-1,970854	1,872083	0,934612
	-1,952826	1,871761	1,160146
	-1,994999	1,872083	0,632557
